full_title,url_stub,issn,product_id,change_history
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,nuclear-instruments-and-methods-in-physics-research-section-b-beam-interactions-with-materials-and-atoms,0168583X,5212,Formerly part of Nuclear Instruments and Methods in Physics Research
Nuclear Materials and Energy,nuclear-materials-and-energy,23521791,17740,
Nuclear Medicine and Biology,nuclear-medicine-and-biology,9698051,7542,Formerly known as International Journal of Radiation Applications and Instrumentation. Part B. Nuclear Medicine and Biology
Nuclear and Particle Physics Proceedings,nuclear-and-particle-physics-proceedings,24056014,5216,Formerly known as Nuclear Physics B Proceeding Supplement
Nuclear Physics A,nuclear-physics-a,3759474,5214,Formerly part of Nuclear Physics
Nuclear Physics B,nuclear-physics-b,5503213,5215,Formerly part of Nuclear Physics
Nurse Education in Practice,nurse-education-in-practice,14715953,12900,
Nurse Education Today,nurse-education-today,2606917,12752,
Nurse Leader,nurse-leader,15414612,13338,
Nursing edicion española,nursing-edicion-espanola,2125382,15906,
Nursing Clinics of North America,nursing-clinics-of-north-america,296465,13184,
Nursing Outlook,nursing-outlook,296554,13175,
Nursing for Women's Health,nursing-for-womens-health,17514851,18869,
Nutrition,nutrition,8999007,7740,
Nutrition Clinique et Métabolisme,nutrition-clinique-et-metabolisme,9850562,9074,
"Nutrition, Metabolism and Cardiovascular Diseases",nutrition-metabolism-and-cardiovascular-diseases,9394753,5506,
Nutrition Research,nutrition-research,2715317,7543,
Nutrition: X,nutrition-x,26659026,30126,
Obesity Medicine,obesity-medicine,24518476,18281,
Obesity Research & Clinical Practice,obesity-research-and-clinical-practice,1871403X,4248,
"Obstetrics, Gynaecology & Reproductive Medicine",obstetrics-gynaecology-and-reproductive-medicine,17517214,12729,Formerly known as Current Obstetrics & Gynaecology
Obstetrics and Gynecology Clinics of North America,obstetrics-and-gynecology-clinics-of-north-america,8898545,13254,
Ocean & Coastal Management,ocean-and-coastal-management,9645691,2044,Formerly known as Ocean and Shoreline Management
Ocean Engineering,ocean-engineering,298018,320,
Ocean Modelling,ocean-modelling,14635003,1046,
Oceanologia,oceanologia,783234,11020,
The Ocular Surface,the-ocular-surface,15420124,14117,
Omega,omega,3050483,375,
Oncology Signaling,oncology-signaling,25425633,18395,
One Earth,one-earth,25903322,30121,
One Health,one-health,23527714,18191,
Online Social Networks and Media,online-social-networks-and-media,24686964,18376,
OpenNano,opennano,23529520,18799,
Operations Research for Health Care,operations-research-for-health-care,22116923,12972,
Operations Research Letters,operations-research-letters,1676377,5412,
Operations Research Perspectives,operations-research-perspectives,22147160,17040,
Operative Techniques in Orthopaedics,operative-techniques-in-orthopaedics,10486666,13065,
Operative Techniques in Otolaryngology-Head and Neck Surgery,operative-techniques-in-otolaryngology-head-and-neck-surgery,10431810,13097,
Operative Techniques in Sports Medicine,operative-techniques-in-sports-medicine,10601872,13121,
Operative Techniques in Thoracic and Cardiovascular Surgery,operative-techniques-in-thoracic-and-cardiovascular-surgery,15222942,13098,Formerly known as Operative Techniques in Cardiac and Thoracic Surgery
Ophthalmology,ophthalmology,1616420,7585,
Ophthalmology Glaucoma,ophthalmology-glaucoma,25894196,18927,
Ophthalmology Retina,ophthalmology-retina,24686530,18397,
Optical Fiber Technology,optical-fiber-technology,10685200,12101,
Optical Materials,optical-materials,9253467,5218,
Optical Materials: X,optical-materials-x,25901478,18463,
Optical Switching and Networking,optical-switching-and-networking,15734277,5499,
Optics Communications,optics-communications,304018,5219,
Optics & Laser Technology,optics-and-laser-technology,303992,3076,Formerly known as Optics Technology
Optics and Lasers in Engineering,optics-and-lasers-in-engineering,1438166,2043,
Optik,optik,304026,10018,
Option/Bio,option-bio,9925945,9053,
Opto-Electronics Review,opto-electronics-review,12303402,11024,
Oral and Maxillofacial Surgery Cases,oral-and-maxillofacial-surgery-cases,22145419,14190,
Oral and Maxillofacial Surgery Clinics of North America,oral-and-maxillofacial-surgery-clinics-of-north-america,10423699,13033,
Oral Oncology,oral-oncology,13688375,105,Formerly known as European Journal of Cancer Part B: Oral Oncology
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",oral-surgery-oral-medicine-oral-pathology-and-oral-radiology,22124403,13028,"Formerly known as Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontology"
Orbis,orbis,304387,7436,
Ore Geology Reviews,ore-geology-reviews,1691368,5354,
Organic Electronics,organic-electronics,15661199,5558,
Organic Geochemistry,organic-geochemistry,1466380,476,
Organizational Behavior and Human Decision Processes,organizational-behavior-and-human-decision-processes,7495978,12100,Formerly known as Organizational Behavior and Human Performance
Organizational Dynamics,organizational-dynamics,902616,7753,
Orthodontic Waves,orthodontic-waves,13440241,4273,
Orthopaedics and Trauma,orthopaedics-and-trauma,18771327,12730,Formerly known as Current Orthopaedics
Orthopaedics & Traumatology: Surgery & Research,orthopaedics-and-traumatology-surgery-and-research,18770568,15649,
Orthopedic Clinics of North America,orthopedic-clinics-of-north-america,305898,13102,
Osteoarthritis and Cartilage,osteoarthritis-and-cartilage,10634584,12689,
Osteopathische Medizin,osteopathische-medizin,16159071,10051,
Osteoporosis and Sarcopenia,osteoporosis-and-sarcopenia,24055255,18260,
Otolaryngologic Clinics of North America,otolaryngologic-clinics-of-north-america,306665,13103,
Otolaryngology Case Reports,otolaryngology-case-reports,24685488,18887,
Pacific-Basin Finance Journal,pacific-basin-finance-journal,0927538X,5413,
Paediatric Respiratory Reviews,paediatric-respiratory-reviews,15260542,12874,
Paediatrics and Child Health,paediatrics-and-child-health,17517222,12731,Formerly known as Current Paediatrics
Pain Management Nursing,pain-management-nursing,15249042,13160,
"Palaeogeography, Palaeoclimatology, Palaeoecology",palaeogeography-palaeoclimatology-palaeoecology,310182,5355,
Palaeoworld,palaeoworld,1871174X,6065,
Pancreatology,pancreatology,14243903,8803,
Papillomavirus Research,papillomavirus-research,24058521,18141,
Parallel Computing,parallel-computing,1678191,5302,
Parasite Epidemiology and Control,parasite-epidemiology-and-control,24056731,18251,
Parasitology International,parasitology-international,13835769,8061,
Parkinsonism & Related Disorders,parkinsonism-and-related-disorders,13538020,3096,
Particuology,particuology,16742001,8612,Formerly known as China Particuology
Pathology,pathology,313025,18299,
Pathology - Research and Practice,pathology-research-and-practice,3440338,10021,Formerly known as Beiträge zur Pathologie
Pathophysiology,pathophysiology,9284680,5121,
Patient Education and Counseling,patient-education-and-counseling,7383991,8044,Formerly known as Patient Counselling and Health Education
Pattern Recognition,pattern-recognition,313203,328,
Pattern Recognition Letters,pattern-recognition-letters,1678655,5303,
Pediatric Clinics of North America,pediatric-clinics-of-north-america,313955,13257,
Pediatric Dental Journal,pediatric-dental-journal,9172394,8829,
Pediatric Hematology Oncology Journal,pediatric-hematology-oncology-journal,24681245,18333,
Pediatric Neurology,pediatric-neurology,8878994,7756,
Pediatrics & Neonatology,pediatrics-and-neonatology,18759572,8663,
Pedobiologia,pedobiologia,314056,10002,
Pedosphere,pedosphere,10020160,4285,
Peptides,peptides,1969781,7547,Incorporating Regulatory Peptides
Perfectionnement en Pédiatrie,perfectionnement-en-pediatrie,2588932X,16455,
Performance Enhancement & Health,performance-enhancement-and-health,22112669,12946,
Performance Evaluation,performance-evaluation,1665316,5304,
Perioperative Care and Operating Room Management,perioperative-care-and-operating-room-management,24056030,18801,
Personality and Individual Differences,personality-and-individual-differences,1918869,603,
Personalized Medicine in Psychiatry,personalized-medicine-in-psychiatry,24681717,18884,
Personalized Medicine Universe,personalized-medicine-universe,21864950,10116,
Perspectives in Ecology and Conservation,perspectives-in-ecology-and-conservation,25300644,15908,Formerly known as Natureza & Conservação
"Perspectives in Plant Ecology, Evolution and Systematics",perspectives-in-plant-ecology-evolution-and-systematics,14338319,10019,
Perspectives in Science,perspectives-in-science,22130209,10504,
Perspectives in Vaccinology,perspectives-in-vaccinology,22107622,8765,
Pervasive and Mobile Computing,pervasive-and-mobile-computing,15741192,5505,
Pesticide Biochemistry and Physiology,pesticide-biochemistry-and-physiology,483575,12105,
PET Clinics,pet-clinics,15568598,13406,
Petroleum,petroleum,24056561,18160,
Petroleum Exploration and Development,petroleum-exploration-and-development,18763804,8661,
Petroleum Research,petroleum-research,20962495,18400,
Le Pharmacien Hospitalier et Clinicien,le-pharmacien-hospitalier-et-clinicien,22111042,15845,Formerly known as Le Pharmacien Hospitalier
Pharmacological Reports,pharmacological-reports,17341140,11018,
Pharmacological Research,pharmacological-research,10436618,12676,Formerly known as Pharmacological Research Communications
Pharmacology Biochemistry and Behavior,pharmacology-biochemistry-and-behavior,913057,7546,
Pharmacology & Therapeutics,pharmacology-and-therapeutics,1637258,7536,"Incorporating Pharmacology & Therapeutics. Part A: Chemotherapy, Toxicology and Metabolic Inhibitors, Pharmacology & Therapeutics. Part B: General and Systematic Pharmacology and Pharmacology & Therapeutics. Part C: Clinical Pharmacology and Therapeutics"
PharmaNutrition,pharmanutrition,22134344,10146,
Photoacoustics,photoacoustics,22135979,10511,
Photodiagnosis and Photodynamic Therapy,photodiagnosis-and-photodynamic-therapy,15721000,5489,
Photonics and Nanostructures - Fundamentals and Applications,photonics-and-nanostructures-fundamentals-and-applications,15694410,5479,
Physica A: Statistical Mechanics and its Applications,physica-a-statistical-mechanics-and-its-applications,3784371,5220,Formerly part of Physica
Physica B: Condensed Matter,physica-b-condensed-matter,9214526,5222,Formerly part of Physica B+C
Physica C: Superconductivity and its Applications,physica-c-superconductivity-and-its-applications,9214534,5223,Formerly part of Physica B+C
Physica D: Nonlinear Phenomena,physica-d-nonlinear-phenomena,1672789,5224,
Physica E: Low-dimensional Systems and Nanostructures,physica-e-low-dimensional-systems-and-nanostructures,13869477,5458,
Physica Medica,physica-medica,11201797,4286,
Physical Communication,physical-communication,18744907,8626,
Physical Medicine and Rehabilitation Clinics of North America,physical-medicine-and-rehabilitation-clinics-of-north-america,10479651,13315,
Physical Therapy in Sport,physical-therapy-in-sport,1466853X,12875,
Physician Assistant Clinics,physician-assistant-clinics,24057991,18840,
"Physics and Chemistry of the Earth, Parts A/B/C",physics-and-chemistry-of-the-earth-parts-a-b-c,14747065,413,"Incorporating Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy, Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere and Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science"
Physics of the Dark Universe,physics-of-the-dark-universe,22126864,10100,
Physics of The Earth and Planetary Interiors,physics-of-the-earth-and-planetary-interiors,319201,5357,
Physics and Imaging in Radiation Oncology,physics-and-imaging-in-radiation-oncology,24056316,8192,
Physics Letters A,physics-letters-a,3759601,5236,Formerly part of Physics Letters
Physics Letters B,physics-letters-b,3702693,5237,Formerly part of Physics Letters
Physics of Life Reviews,physics-of-life-reviews,15710645,5484,
Physics in Medicine,physics-in-medicine,23524510,18075,
Physics Open,physics-open,26660326,30169,
Physics Reports,physics-reports,3701573,5238,Incorporating Computer Physics Reports
Physiological and Molecular Plant Pathology,physiological-and-molecular-plant-pathology,8855765,12660,Formerly known as Physiological Plant Pathology
Physiology & Behavior,physiology-and-behavior,319384,7548,
Physiotherapy,physiotherapy,319406,4065,
Phytochemistry,phytochemistry,319422,273,
Phytochemistry Letters,phytochemistry-letters,18743900,4291,
Phytomedicine,phytomedicine,9447113,10020,
Piel,piel,2139251,15724,
Placenta,placenta,1434004,12629,
Planetary and Space Science,planetary-and-space-science,320633,200,
Plant Diversity,plant-diversity,24682659,18353,
Plant Gene,plant-gene,23524073,18083,
Plant Physiology and Biochemistry,plant-physiology-and-biochemistry,9819428,9054,
Plant Science,plant-science,1689452,8045,Formerly known as Plant Science Letters
Plasmid,plasmid,0147619X,12106,
Poetics,poetics,0304422X,5305,
Polar Science,polar-science,18739652,6073,
Political Geography,political-geography,9626298,3077,Formerly known as Political Geography Quarterly
Polyhedron,polyhedron,2775387,218,Incorporating Inorganic and Nuclear Chemistry Letters and Journal of Inorganic and Nuclear Chemistry
Polymer,polymer,323861,3078,Incorporating Computational and Theoretical Polymer Science
Polymer Degradation and Stability,polymer-degradation-and-stability,1413910,2045,Incorporating Polymer Photochemistry
Polymer Testing,polymer-testing,1429418,2050,
Postharvest Biology and Technology,postharvest-biology-and-technology,9255214,5122,
Powder Technology,powder-technology,325910,6031,
Practical Laboratory Medicine,practical-laboratory-medicine,23525517,18117,
Practical Radiation Oncology,practical-radiation-oncology,18798500,12937,
Le Praticien en Anesthésie Réanimation,le-praticien-en-anesthesie-reanimation,12797960,15850,
Pratique Neurologique - FMC,pratique-neurologique-fmc,18787762,15867,
Pratiques Psychologiques,pratiques-psychologiques,12691763,9159,
Precambrian Research,precambrian-research,3019268,5358,
Precision Engineering,precision-engineering,1416359,7750,
Pregnancy Hypertension,pregnancy-hypertension,22107789,8732,
La Presse Médicale,la-presse-medicale,7554982,15100,
Preventive Medicine,preventive-medicine,917435,12107,
Preventive Medicine Reports,preventive-medicine-reports,22113355,14067,
Preventive Veterinary Medicine,preventive-veterinary-medicine,1675877,5123,
Primary Care: Clinics in Office Practice,primary-care-clinics-in-office-practice,954543,13261,
Primary Care Diabetes,primary-care-diabetes,17519918,4280,
Probabilistic Engineering Mechanics,probabilistic-engineering-mechanics,2668920,2052,
Procedia CIRP,procedia-cirp,22128271,8817,
Procedia Computer Science,procedia-computer-science,18770509,8677,
Procedia Engineering,procedia-engineering,18777058,5631,
Procedia IUTAM,procedia-iutam,22109838,8754,
Procedia Manufacturing,procedia-manufacturing,23519789,17073,
Procedia Structural Integrity,procedia-structural-integrity,24523216,18305,
Proceedings of the Combustion Institute,proceedings-of-the-combustion-institute,15407489,4068,Formerly known as Symposium (International) on Combustion
Proceedings of the Geologists’ Association,proceedings-of-the-geologists-association,167878,5611,
Process Biochemistry,process-biochemistry,13595113,2051,
Process Safety and Environmental Protection,process-safety-and-environmental-protection,9575820,8631,
Progrès en Urologie,progres-en-urologie,11667087,15101,
Progrès en Urologie - FMC,progres-en-urologie-formation-medicale-continue,1761676X,15223,
Progress in Aerospace Sciences,progress-in-aerospace-sciences,3760421,415,
Progress in Biophysics and Molecular Biology,progress-in-biophysics-and-molecular-biology,796107,408,Formerly Known as Progress in Biophysics and Biophysical Chemistry
Progress in Cardiovascular Diseases,progress-in-cardiovascular-diseases,330620,13204,
Progress in Crystal Growth and Characterization of Materials,progress-in-crystal-growth-and-characterization-of-materials,9608974,492,Formerly known as Progress in Crystal Growth and Characterization
Progress in Disaster Science,progress-in-disaster-science,25900617,30044,
Progress in Energy and Combustion Science,progress-in-energy-and-combustion-science,3601285,474,
Progress in Lipid Research,progress-in-lipid-research,1637827,407,Formerly known as Progress in the Chemistry of Fats and other Lipids
Progress in Materials Science,progress-in-materials-science,796425,414,Formerly known as Progress in Metal Physics
Progress in Natural Science: Materials International,progress-in-natural-science-materials-international,10020071,8791,
Progress in Neuro-Psychopharmacology and Biological Psychiatry,progress-in-neuro-psychopharmacology-and-biological-psychiatry,2785846,7549,Formerly known as Progress in Neuro-Psychopharmacology
Progress in Neurobiology,progress-in-neurobiology,3010082,412,
Progress in Nuclear Energy,progress-in-nuclear-energy,1491970,478,
Progress in Nuclear Magnetic Resonance Spectroscopy,progress-in-nuclear-magnetic-resonance-spectroscopy,796565,5178,
Progress in Oceanography,progress-in-oceanography,796611,422,
Progress in Organic Coatings,progress-in-organic-coatings,3009440,6032,
Progress in Particle and Nuclear Physics,progress-in-particle-and-nuclear-physics,1466410,419,
Progress in Pediatric Cardiology,progress-in-pediatric-cardiology,10589813,8046,
Progress in Planning,progress-in-planning,3059006,409,
Progress in Polymer Science,progress-in-polymer-science,796700,418,
Progress in Quantum Electronics,progress-in-quantum-electronics,796727,410,
Progress in Retinal and Eye Research,progress-in-retinal-and-eye-research,13509462,664,Formerly known as Progress in Retinal Research
Progress in Solid State Chemistry,progress-in-solid-state-chemistry,796786,417,
Progress in Surface Science,progress-in-surface-science,796816,411,
Propulsion and Power Research,propulsion-and-power-research,2212540X,18003,
"Prostaglandins, Leukotrienes and Essential Fatty Acids",prostaglandins-leukotrienes-and-essential-fatty-acids,9523278,12720,"Formerly known as Prostaglandins, Leukotrienes and Medicine"
Prostaglandins & Other Lipid Mediators,prostaglandins-and-other-lipid-mediators,10988823,7754,Formerly known as Prostaglandins; Incorporating Journal of Lipid Mediators and Cell Signalling
Prostate International,prostate-international,22878882,18148,
Protein Expression and Purification,protein-expression-and-purification,10465928,12104,
Protist,protist,14344610,10035,Formerly known as Archiv für Protistenkunde
Psiquiatría Biológica,psiquiatria-biologica,11345934,15744,
Psychiatric Clinics of North America,psychiatric-clinics-of-north-america,0193953X,13316,
Psychiatry Research,psychiatry-research,1651781,8047,
Psychiatry Research: Neuroimaging,psychiatry-research-neuroimaging,9254927,8048,
Psychologie Française,psychologie-francaise,332984,9155,
Psychologie du Travail et des Organisations,psychologie-du-travail-et-des-organisations,14202530,9157,
Psychology of Sport and Exercise,psychology-of-sport-and-exercise,14690292,731,
Psychoneuroendocrinology,psychoneuroendocrinology,3064530,473,
Psychosomatics,psychosomatics,333182,14045,
Public Health,public-health,333506,4053,
Public Relations Review,public-relations-review,3638111,7437,
Pulmonary Pharmacology & Therapeutics,pulmonary-pharmacology-and-therapeutics,10945539,12687,Formerly known as Pulmonary Pharmacology
Pulmonology,pulmonology,25310437,15799,Formerly known as Revista Portuguesa de Pneumologia (English Edition)
Pump Industry Analyst,pump-industry-analyst,13596128,2167,
The Quarterly Review of Economics and Finance,the-quarterly-review-of-economics-and-finance,10629769,7438,
Quaternary Geochronology,quaternary-geochronology,18711014,6063,
Quaternary International,quaternary-international,10406182,865,
Quaternary Science Reviews,quaternary-science-reviews,2773791,636,
Radiation Measurements,radiation-measurements,13504487,286,Formerly known as Nuclear Tracks and Radiation Measurements
Radiation Physics and Chemistry,radiation-physics-and-chemistry,0969806X,331,Formerly known as International Journal of Radiation Applications and Instrumentation. Part C. Radiation Physics and Chemistry
Radiography,radiography,10788174,12697,
Radiología,radiologia,338338,15730,
Radiologic Clinics of North America,radiologic-clinics-of-north-america,338389,13106,
Radiology Case Reports,radiology-case-reports,19300433,18839,
Radiology of Infectious Diseases,radiology-of-infectious-diseases,23526211,18092,
Radiotherapy and Oncology,radiotherapy-and-oncology,1678140,8049,
Rangeland Ecology & Management,rangeland-ecology-and-management,15507424,18793,
Rangelands,rangelands,1900528,18794,
REACH,reach,23523093,10520,
Reactive and Functional Polymers,reactive-and-functional-polymers,13815148,5180,Formerly known as Reactive Polymers
REC: CardioClinics,rec-cardioclinics,26051532,15763,Formerly known as Cardiocore
Redox Biology,redox-biology,22132317,10128,
Regenerative Therapy,regenerative-therapy,23523204,18070,
Regional Science and Urban Economics,regional-science-and-urban-economics,1660462,5414,Formerly known as Regional and Urban Economics
Regional Studies in Marine Science,regional-studies-in-marine-science,23524855,18076,
Regulatory Toxicology and Pharmacology,regulatory-toxicology-and-pharmacology,2732300,12110,
Rehabilitación,rehabilitacion,487120,15734,
Reinforced Plastics,reinforced-plastics,343617,2104,
Reliability Engineering & System Safety,reliability-engineering-and-system-safety,9518320,2054,Formerly known as Reliability Engineering
Remote Sensing Applications: Society and Environment,remote-sensing-applications-society-and-environment,23529385,18162,
Remote Sensing of Environment,remote-sensing-of-environment,344257,7759,
Renewable Energy,renewable-energy,9601481,969,Incorporating Solar & Wind Technology
Renewable Energy Focus,renewable-energy-focus,17550084,2272,Formerly known as Refocus
Renewable and Sustainable Energy Reviews,renewable-and-sustainable-energy-reviews,13640321,1010,
Reports on Mathematical Physics,reports-on-mathematical-physics,344877,416,
Reports of Practical Oncology & Radiotherapy,reports-of-practical-oncology-and-radiotherapy,15071367,11000,Formerly known as Reports of Practical Oncology
Reproductive Biology,reproductive-biology,1642431X,11007,
Reproductive BioMedicine Online,reproductive-biomedicine-online,14726483,5636,
Reproductive Biomedicine & Society Online,reproductive-biomedicine-and-society-online,24056618,18179,
Reproductive Toxicology,reproductive-toxicology,8906238,7552,
Research in Autism Spectrum Disorders,research-in-autism-spectrum-disorders,17509467,4094,
Research in Developmental Disabilities,research-in-developmental-disabilities,8914222,826,Incorporating Analysis and Intervention in Developmental Disabilities and Applied Research in Mental Retardation
Research in Economics,research-in-economics,10909443,12688,Formerly known as Ricerche Economiche
Research in Globalization,research-in-globalization,2590051X,30028,
Research in International Business and Finance,research-in-international-business-and-finance,2755319,8552,
Research in Microbiology,research-in-microbiology,9232508,9060,Formerly known as Annales de l'Institut Pasteur. Microbiologie
Research in Organizational Behavior,research-in-organizational-behavior,1913085,12702,
Research Policy,research-policy,487333,5415,
Research Policy: X,research-policy-x,25901451,18473,
Research in Social and Administrative Pharmacy,research-in-social-and-administrative-pharmacy,15517411,13370,
Research in Social Stratification and Mobility,research-in-social-stratification-and-mobility,2765624,4238,
Research in Transportation Business & Management,research-in-transportation-business-and-management,22105395,12904,
Research in Transportation Economics,research-in-transportation-economics,7398859,5606,
Research in Veterinary Science,research-in-veterinary-science,345288,12709,
Resource and Energy Economics,resource-and-energy-economics,9287655,5416,Formerly known as Resources and Energy
"Resources, Conservation and Recycling",resources-conservation-and-recycling,9213449,5125,Incorporating Conservation & Recycling and Resources and Conservation
"Resources, Conservation & Recycling: X",resources-conservation-and-recycling-x,2590289X,18480,
Resources Policy,resources-policy,3014207,3079,
Respiratory Investigation,respiratory-investigation,22125345,8808,
Respiratory Medicine,respiratory-medicine,9546111,12673,Formerly known as British Journal of Diseases of the Chest
Respiratory Medicine Case Reports,respiratory-medicine-case-reports,22130071,4118,Formerly known as Respiratory Medicine CME
Respiratory Medicine and Research,respiratory-medicine-and-research,25900412,15651,Formerly known as Revue de Pneumologie Clinique
Respiratory Medicine: X,respiratory-medicine-x,25901435,18464,
Respiratory Physiology & Neurobiology,respiratory-physiology-and-neurobiology,15699048,5126,Formerly known as Respiration Physiology
Results in Applied Mathematics,results-in-applied-mathematics,25900374,30029,
Results in Chemistry,results-in-chemistry,22117156,30061,
Results in Engineering,results-in-engineering,25901230,30080,
Results in Materials,results-in-materials,2590048X,30034,
Results in Physics,results-in-physics,22113797,8777,
Resuscitation,resuscitation,3009572,8051,
Reumatología Clínica,reumatologia-clinica,1699258X,15708,
Review of Development Finance,review-of-development-finance,18799337,8719,
Review of Economic Dynamics,review-of-economic-dynamics,10942025,12109,
Review of Palaeobotany and Palynology,review-of-palaeobotany-and-palynology,346667,5359,
Reviews in Physics,reviews-in-physics,24054283,18171,
Revista Argentina de Microbiología,revista-argentina-de-microbiologia,3257541,15822,
Revista Brasileira de Ciências do Esporte,revista-brasileira-de-ciencias-do-esporte,1013289,15842,
Revista Brasileira de Entomologia,revista-brasileira-de-entomologia,855626,15910,
Revista Brasileira de Farmacognosia,revista-brasileira-de-farmacognosia,0102695X,15094,
Revista Científica de la Sociedad Española de Enfermería Neurológica,revista-cientifica-de-la-sociedad-espanola-de-enfermeria-neurologica,20135246,15786,
Revista Clínica Española,revista-clinica-espanola,142565,15728,
Revista Colombiana de Cardiología,revista-colombiana-de-cardiologia,1205633,16352,
Revista Colombiana de Ortopedia y Traumatología,revista-colombiana-de-ortopedia-y-traumatologia,1208845,15835,
Revista Colombiana de Psiquiatría,revista-colombiana-de-psiquiatria,347450,15831,
Revista Colombiana de Reumatología,revista-colombiana-de-reumatologia,1218123,15826,
Revista Española de Anestesiología y Reanimación,revista-espanola-de-anestesiologia-y-reanimacion,349356,15974,
Revista Española de Cardiología,revista-espanola-de-cardiologia,3008932,15703,
Revista Española de Cardiología Suplementos,revista-espanola-de-cardiologia-suplementos,11313587,15752,
Revista Española de Cirugía Ortopédica y Traumatología,revista-espanola-de-cirugia-ortopedica-y-traumatologia,18884415,15731,Formerly known as Revista de Ortopedia y Traumatología
Revista Española de Geriatría y Gerontología,revista-espanola-de-geriatria-y-gerontologia,0211139X,15737,
Revista Española de Medicina Legal,revista-espanola-de-medicina-legal,3774732,15779,
Revista Española de Medicina Nuclear e Imagen Molecular,revista-espanola-de-medicina-nuclear-e-imagen-molecular,2253654X,15729,Formerly known as Revista Española de Medicina Nuclear
Revista Española de Patología,revista-espanola-de-patologia,16998855,15766,
Revista de Gastroenterología de México,revista-de-gastroenterologia-de-mexico,3750906,15979,
Revista Iberoamericana de Micología,revista-iberoamericana-de-micologia,11301406,15759,
Revista Internacional de Acupuntura,revista-internacional-de-acupuntura,18878369,15742,
Revista Internacional de Andrología,revista-internacional-de-andrologia,1698031X,15749,
Revista del Laboratorio Clínico,revista-del-laboratorio-clinico,18884008,15707,
"Revista de Logopedia, Foniatría y Audiología",revista-de-logopedia-foniatria-y-audiologia,2144603,15782,
Revista Médica Clínica Las Condes,revista-medica-clinica-las-condes,7168640,16837,
Revista Portuguesa de Cardiologia,revista-portuguesa-de-cardiologia,8702551,15961,
Revista Portuguesa de Pneumologia,revista-portuguesa-de-pneumologia,8732159,15787,
Revista de Psicodidáctica,revista-de-psicodidactica,11361034,16447,
Revista de Psiquiatría y Salud Mental,revista-de-psiquiatria-y-salud-mental,18889891,15757,
Revista de Senología y Patología Mamaria,revista-de-senologia-y-patologia-mamaria,2141582,15980,
Revue de Chirurgie Orthopédique et Traumatologique,revue-de-chirurgie-orthopedique-et-traumatologique,18770517,15680,Formerly known as Revue de Chirurgie Orthopédique et Réparatrice de l’Appareil Moteur
Revue d'Épidémiologie et de Santé Publique,revue-depidemiologie-et-de-sante-publique,3987620,15710,
Revue Européenne de Psychologie Appliquée,revue-europeenne-de-psychologie-appliquee,11629088,9160,
Revue Française d’Allergologie,revue-francaise-dallergologie,18770320,9095,Formerly known as Revue Française d'Allergologie et d'Immunologie Clinique
Revue Francophone de Cicatrisation,revue-francophone-de-cicatrisation,24689114,16449,
Revue Francophone Internationale de Recherche Infirmière,revue-francophone-internationale-de-recherche-infirmiere,23528028,16355,
Revue Francophone des Laboratoires,revue-francophone-des-laboratoires,1773035X,9062,Formerly known as Revue Française des Laboratoires
Revue Francophone d'Orthoptie,revue-francophone-dorthoptie,18762204,9385,
La Revue d’Homéopathie,la-revue-dhomeopathie,18789730,15868,
Revue des Maladies Respiratoires,revue-des-maladies-respiratoires,7618425,15715,
Revue des Maladies Respiratoires Actualités,revue-des-maladies-respiratoires-actualites,18771203,15860,
La Revue de Médecine Interne,la-revue-de-medecine-interne,2488663,9061,
La Revue de Médecine Légale,la-revue-de-medecine-legale,18786529,15864,
Revue de Micropaléontologie,revue-de-micropaleontologie,351598,9152,
Revue Neurologique,revue-neurologique,353787,15740,
Revue du Rhumatisme,revue-du-rhumatisme,11698330,9096,
Revue du Rhumatisme Monographies,revue-du-rhumatisme-monographies,18786227,16175,
La Revue Sage-Femme,la-revue-sage-femme,16374088,15841,
Revue Vétérinaire Clinique,revue-veterinaire-clinique,22145672,9122,Formerly known as Pratique Médicale et Chirurgicale de l'Animal de Compagnie
Rheumatic Disease Clinics of North America,rheumatic-disease-clinics-of-north-america,0889857X,13263,
Rhizosphere,rhizosphere,24522198,18283,
Rice Science,rice-science,16726308,8625,
Robotics and Autonomous Systems,robotics-and-autonomous-systems,9218890,5309,Formerly known as Robotics
Robotics and Computer-Integrated Manufacturing,robotics-and-computer-integrated-manufacturing,7365845,704,Incorporating Computer Integrated Manufacturing Systems
Russian Literature,russian-literature,3043479,5418,
Safety and Health at Work,safety-and-health-at-work,20937911,17021,
Safety Science,safety-science,9257535,5419,Formerly known as Journal of Occupational Accidents
The Saudi Dental Journal,saudi-dental-journal,10139052,8685,
Saudi Journal of Biological Sciences,saudi-journal-of-biological-sciences,1319562X,8688,
Saudi Journal of Ophthalmology,saudi-journal-of-ophthalmology,13194534,8683,
Saudi Pharmaceutical Journal,saudi-pharmaceutical-journal,13190164,8690,
Scandinavian Journal of Management,scandinavian-journal-of-management,9565221,872,Formerly known as Scandinavian Journal of Management Studies
Schizophrenia Research,schizophrenia-research,9209964,5080,
